,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,current Description
347,Seoul,KR,37.5683,126.9778,38.71,100,75,3.44,fog
348,Juneau,US,58.3019,-134.4197,35.6,94,90,5.99,snow
349,Mitsamiouli,KM,-11.3847,43.2844,79.2,80,9,11.21,clear sky
350,Lebu,CL,-37.6167,-73.65,57.51,86,46,9.35,scattered clouds
351,Richards Bay,ZA,-28.783,32.0377,75.34,90,21,12.68,few clouds
352,Innisfail,AU,-17.5333,146.0333,92.88,54,90,2.62,overcast clouds
353,Olafsvik,IS,64.8945,-23.7142,35.65,71,98,18.23,overcast clouds
354,Nevelsk,RU,46.6733,141.8633,37.83,89,100,10.0,overcast clouds
355,Khor,RU,47.8861,134.9464,21.33,94,100,9.19,overcast clouds
356,Souillac,MU,-20.5167,57.5167,77.38,78,20,2.3,few clouds
357,Peniche,PT,39.3558,-9.3811,60.28,92,33,13.33,scattered clouds
358,Xam Nua,LA,20.4197,104.0439,55.99,96,74,2.08,broken clouds
359,Gamba,GA,-2.65,10.0,77.76,87,100,3.15,light rain
360,Isfana,KG,39.8386,69.5306,21.76,17,27,6.11,scattered clouds
361,Lasa,IT,46.6166,10.7002,29.28,92,100,6.26,overcast clouds
362,Kharp,RU,66.8014,65.8081,3.61,87,100,10.25,overcast clouds
363,Shrigonda,IN,18.6167,74.6833,70.34,55,45,7.67,scattered clouds
364,Camopi,GF,3.1655,-52.3158,74.26,98,80,2.42,broken clouds
365,Acandi,CO,8.5063,-77.2778,78.93,89,99,6.06,overcast clouds
366,Kampot,KH,10.6167,104.1833,68.05,71,33,7.09,scattered clouds
367,Rawson,AR,-43.3002,-65.1023,72.79,47,3,23.24,clear sky
368,San Patricio,US,28.017,-97.5169,91.49,64,28,16.22,scattered clouds
369,Vanimo,PG,-2.6741,141.3028,83.26,79,100,6.8,overcast clouds
370,Ayan,RU,56.45,138.1667,9.0,60,53,7.09,broken clouds
371,Fortuna,US,40.5982,-124.1573,53.92,66,1,4.0,clear sky
372,Yichang,CN,30.7144,111.2847,51.3,85,100,1.7,overcast clouds
373,Pouebo,NC,-20.4,164.5667,83.39,68,100,8.03,overcast clouds
374,Marienburg,PL,54.0359,19.0266,33.12,95,100,4.54,overcast clouds
375,Foldes,HU,47.3,21.3667,39.76,96,100,2.33,overcast clouds
376,Leningradskiy,RU,69.3833,178.4167,-20.61,82,95,17.94,overcast clouds
377,Dubrovytsya,UA,51.5744,26.565,41.99,97,100,9.86,overcast clouds
378,Cabedelo,BR,-6.9811,-34.8339,81.27,76,79,12.08,broken clouds
379,Ixtapa,MX,20.7,-105.2,80.22,81,12,4.0,few clouds
380,Ulaanbaatar,MN,47.9077,106.8832,-11.07,77,75,4.47,broken clouds
381,Mae Sai,TH,20.4335,99.8762,60.44,93,0,1.66,clear sky
382,Nueve De Julio,AR,-35.4444,-60.8831,73.42,54,41,8.48,scattered clouds
383,Bay Roberts,CA,47.5999,-53.2648,25.43,74,52,3.0,broken clouds
384,Katerero,TZ,-1.4,31.7333,65.93,85,92,4.41,overcast clouds
385,Koshurnikovo,RU,54.1667,93.3,0.39,99,100,3.27,overcast clouds
386,Ouargaye,BF,11.5033,0.0572,76.73,15,76,8.75,broken clouds
387,Navrongo,GH,10.8956,-1.0921,77.49,15,83,8.86,broken clouds
388,Merauke,ID,-8.4667,140.3333,79.93,82,99,1.16,moderate rain
389,Bowen,AU,-20.0167,148.2333,82.62,67,7,7.09,clear sky
390,Tsiroanomandidy,MG,-18.7667,46.0333,74.17,64,90,3.47,overcast clouds
391,Matane,CA,48.8286,-67.522,20.43,87,100,13.24,overcast clouds
392,Faya,SA,18.3851,42.4509,48.31,36,1,6.62,clear sky
393,Luyang,CN,27.6239,110.0989,51.91,81,100,3.22,overcast clouds
394,Talas,TR,38.6908,35.5538,32.67,93,93,5.75,overcast clouds
395,Upernavik,GL,72.7868,-56.1549,-0.24,86,80,8.79,broken clouds
396,Chandrakona,IN,22.7333,87.5167,67.78,65,0,3.58,clear sky
397,Kantunilkin,MX,21.0917,-87.45,82.24,80,2,4.94,clear sky
398,Deder,ET,9.3167,41.45,49.3,63,6,5.55,clear sky
399,Viransehir,TR,37.2353,39.7631,45.27,69,4,3.98,clear sky
400,Maniitsoq,GL,65.4167,-52.9,22.96,58,74,3.2,broken clouds
401,Maneadero,MX,31.7167,-116.5667,62.19,68,99,3.0,overcast clouds
402,Avinurme,EE,58.9822,26.8642,28.92,94,100,11.95,overcast clouds
403,Kavaratti,IN,10.5669,72.642,81.25,75,38,4.18,scattered clouds
404,Santa Rosa,PH,14.3122,121.1114,76.98,82,57,11.16,broken clouds
405,Aklavik,CA,68.2191,-135.0107,-0.4,85,75,10.36,broken clouds
406,Tayu,ID,-6.5397,111.0518,76.68,91,100,4.18,overcast clouds
407,Severodvinsk,RU,64.5635,39.8302,3.31,91,98,7.0,overcast clouds
408,Jardim,BR,-21.4803,-56.1381,80.96,26,83,2.15,broken clouds
409,Bubaque,GW,11.2833,-15.8333,81.7,67,94,11.25,overcast clouds
410,Basoko,CD,1.2391,23.616,74.12,83,87,2.55,overcast clouds
411,Morozovsk,RU,48.3539,41.8261,32.97,95,33,5.46,scattered clouds
412,Namibe,AO,-15.1961,12.1522,71.35,69,11,7.02,few clouds
413,Corrales,US,35.2378,-106.6067,49.24,39,20,15.01,few clouds
414,Cintalapa,MX,16.6951,-93.7272,79.99,58,3,1.79,clear sky
415,Saint-Pierre,RE,-21.3393,55.4781,74.84,66,0,6.91,clear sky
416,Hofn,IS,64.2539,-15.2082,35.91,69,67,7.29,broken clouds
417,Oda,JP,35.1833,132.5,45.37,80,85,5.77,overcast clouds
418,Sorong,ID,-0.8833,131.25,82.83,79,87,5.99,overcast clouds
419,Kribi,CM,2.95,9.9167,79.39,88,32,8.84,scattered clouds
420,Alta Floresta,BR,-9.8756,-56.0861,76.82,94,0,1.14,clear sky
421,Nicoya,CR,10.1483,-85.452,87.35,75,31,7.43,scattered clouds
422,Puerto Escondido,MX,15.85,-97.0667,83.73,72,53,7.74,broken clouds
423,Kolokani,ML,13.5728,-8.0339,71.6,14,48,9.26,scattered clouds
424,Nishihara,JP,26.1842,127.7558,65.48,77,20,3.44,few clouds
425,Quatre Cocos,MU,-20.2078,57.7625,77.11,72,91,5.88,overcast clouds
426,Husavik,IS,66.0449,-17.3389,17.51,87,21,11.88,few clouds
427,Cabildo,AR,-38.4842,-61.8954,71.24,65,82,1.57,broken clouds
428,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,73,75,15.01,broken clouds
429,Muros,ES,42.7762,-9.0603,55.83,95,52,1.01,broken clouds
430,Nohar,IN,29.1833,74.7667,55.87,41,1,4.76,clear sky
431,Kismayo,SO,-0.3582,42.5454,79.48,76,38,13.24,scattered clouds
432,Oistins,BB,13.0667,-59.5333,78.89,73,20,12.66,few clouds
433,Karasjok,NO,69.4719,25.5112,19.51,90,100,12.37,overcast clouds
434,Bilma,NE,18.6853,12.9164,62.47,13,74,10.02,broken clouds
435,Verkhnevilyuysk,RU,63.4453,120.3167,-4.72,99,100,3.38,overcast clouds
436,Nagato,JP,34.3833,131.2,48.11,77,74,5.48,broken clouds
437,Dali,CN,25.7,100.1833,46.71,93,7,3.53,clear sky
438,Jinan,CN,36.6683,116.9972,46.13,77,100,1.54,overcast clouds
439,Iwaki,JP,37.05,140.8833,38.01,76,6,5.03,clear sky
440,Kudal,IN,16.0333,73.6833,75.52,73,8,4.85,clear sky
441,Rajaldesar,IN,28.0333,74.4667,55.22,35,1,3.87,clear sky
442,Svetlogorsk,BY,52.6333,29.7333,41.95,90,100,19.35,overcast clouds
443,Kieta,PG,-6.2167,155.6333,80.92,85,100,7.2,overcast clouds
444,Nalut,LY,30.3333,10.85,47.26,39,0,9.55,clear sky
445,Xai-Xai,MZ,-25.0519,33.6442,75.74,85,79,8.46,broken clouds
446,Ithaki,GR,38.3642,20.7185,51.49,87,99,11.65,overcast clouds
447,Balkanabat,TM,39.5108,54.3671,50.72,74,39,0.74,scattered clouds
448,Kuching,MY,1.55,110.3333,75.42,100,40,2.3,scattered clouds
449,Damghan,IR,36.1683,54.348,42.08,64,1,1.68,clear sky
450,Emerald,AU,-23.5333,148.1667,80.35,34,0,14.97,clear sky
451,Iskateley,RU,67.6803,53.1512,15.12,94,54,11.88,broken clouds
452,Charagua,BO,-19.8,-63.2167,87.37,55,71,5.37,broken clouds
453,Apollonia,GR,36.9716,24.7231,61.92,57,84,19.69,broken clouds
454,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,78,20,11.5,few clouds
455,Doha,QA,25.2867,51.5333,69.78,73,3,6.91,clear sky
456,Lubango,AO,-14.9172,13.4925,60.08,93,67,3.51,broken clouds
457,Puri,IN,19.8,85.85,70.32,78,0,8.01,clear sky
458,Gizeh,EG,30.0081,31.2109,60.4,46,81,2.98,broken clouds
459,Sur,OM,22.5667,59.5289,70.07,59,15,2.53,few clouds
460,Kathu,TH,7.9178,98.3332,76.82,81,65,9.53,broken clouds
461,Santarem,BR,-2.4431,-54.7083,80.73,89,20,3.44,few clouds
462,Korla,CN,41.7597,86.1469,20.53,69,0,1.83,clear sky
463,Ternate,ID,0.8,127.4,82.0,83,72,7.81,broken clouds
464,Rocha,UY,-34.4833,-54.3333,62.82,78,91,10.45,overcast clouds
465,Kaohsiung,TW,22.6163,120.3133,68.04,78,20,1.01,few clouds
466,Cayenne,GF,4.9333,-52.3333,79.09,89,75,2.3,broken clouds
467,Sira,IN,13.7453,76.9092,68.45,86,17,6.73,few clouds
468,Butembo,CD,0.15,29.2833,58.68,95,87,3.67,overcast clouds
469,Gizo,SB,-8.103,156.8419,82.8,81,99,15.08,light rain
470,Sundumbili,ZA,-29.1337,31.3975,73.71,93,54,8.23,broken clouds
471,Umba,RU,66.6871,34.3429,19.06,76,100,10.09,overcast clouds
472,Alamos,MX,27.0167,-108.9333,73.26,47,62,5.35,broken clouds
473,Tazovskiy,RU,67.4667,78.7,2.21,95,100,19.24,snow
474,Suleja,NG,9.1758,7.1808,72.59,25,83,5.39,broken clouds
475,Buala,SB,-8.145,159.5921,83.57,79,99,7.4,light rain
476,Birjand,IR,32.8663,59.2211,34.27,32,0,4.61,clear sky
477,Kimbe,PG,-5.5502,150.1429,82.29,84,85,1.83,light rain
478,Hovd,MN,48.0056,91.6419,6.37,60,2,0.63,clear sky
479,Illela,NG,13.7292,5.2975,71.91,14,21,12.35,few clouds
480,Nizwa,OM,22.9333,57.5333,59.99,54,56,0.16,broken clouds
481,Hervey Bay,AU,-25.2986,152.8535,83.01,52,0,5.99,clear sky
482,Siyabuswa,ZA,-25.1132,29.0445,74.34,57,55,3.6,broken clouds
483,Raudeberg,NO,61.9875,5.1352,34.47,60,21,3.67,few clouds
484,Berdigestyakh,RU,62.0989,126.6992,-7.02,100,100,2.82,overcast clouds
485,Antropovo,RU,58.3988,43.0066,-2.78,99,29,3.06,scattered clouds
486,Salisbury,GB,51.0693,-1.7957,40.8,85,6,9.22,clear sky
487,Vila Velha,BR,-20.3297,-40.2925,76.95,86,40,4.0,scattered clouds
488,King City,US,36.2127,-121.126,59.77,33,0,4.97,clear sky
489,Resplendor,BR,-19.3256,-41.2553,70.7,96,15,3.51,few clouds
490,Gazojak,TM,41.1875,61.4036,42.93,92,6,8.52,clear sky
491,That Phanom,TH,16.9364,104.7104,61.81,89,8,7.02,clear sky
492,Ponta Delgada,PT,37.7333,-25.6667,63.5,88,40,9.22,scattered clouds
493,Port Keats,AU,-14.25,129.55,82.8,75,62,3.89,broken clouds
494,Ryki,PL,51.6257,21.9327,35.28,50,94,3.85,overcast clouds
495,Rudbar,AF,30.15,62.6,53.28,21,69,3.33,broken clouds
496,Synya,RU,65.3718,58.0387,16.93,92,100,10.27,overcast clouds
497,Isangel,VU,-19.55,169.2667,86.11,74,75,4.61,broken clouds
498,Vestmanna,FO,62.1564,-7.1664,38.32,93,75,9.22,broken clouds
499,Aksarka,RU,66.5606,67.7975,10.24,95,100,10.42,light snow
500,Severnyy,RU,50.677,36.5532,33.84,93,75,15.66,broken clouds
501,Puerto Rico,AR,-26.796,-55.024,80.71,36,40,2.75,scattered clouds
502,Port-Gentil,GA,-0.7193,8.7815,81.01,81,91,9.57,overcast clouds
503,Camacupa,AO,-12.0167,17.4833,61.45,95,48,3.76,scattered clouds
504,Fairbanks,US,64.8378,-147.7164,10.36,83,90,5.75,mist
505,Tevriz,RU,57.509,72.4042,17.65,85,100,7.87,overcast clouds
506,Kokoda,PG,-8.8785,147.7407,86.83,59,69,0.51,broken clouds
507,Severo-Kurilsk,RU,50.6789,156.125,33.4,86,62,4.45,broken clouds
508,Hambantota,LK,6.1241,81.1185,76.77,86,87,14.05,overcast clouds
509,Dalbeattie,GB,54.9328,-3.8227,36.84,84,38,4.27,scattered clouds
510,Luanda,AO,-8.8368,13.2343,77.99,86,81,7.27,light rain
511,Warangal,IN,18.0,79.5833,72.0,72,95,4.34,overcast clouds
512,Hay River,CA,60.8156,-115.7999,-0.44,84,40,2.3,scattered clouds
513,Yuci,CN,37.6803,112.7319,26.35,86,99,0.0,mist
514,Romitan,UZ,39.9343,64.3814,37.35,70,0,2.3,clear sky
515,Den Helder,NL,52.9599,4.7593,38.07,92,90,1.14,overcast clouds
516,San Javier,ES,37.8063,-0.8374,64.92,50,100,1.14,overcast clouds
517,Mirzapur,IN,25.15,82.5833,54.95,56,0,4.94,clear sky
518,Toora-Khem,RU,52.4675,96.11,-2.09,99,100,1.83,overcast clouds
519,Yoichi,JP,43.2039,140.7703,37.78,84,100,7.56,overcast clouds
520,Kyaikto,MM,17.3,97.0167,71.31,75,0,4.23,clear sky
521,Araouane,ML,18.9048,-3.5265,70.52,11,100,10.38,overcast clouds
522,Vazante,BR,-17.9869,-46.9078,75.0,65,67,1.14,broken clouds
523,Puerto Leguizamo,CO,-0.1934,-74.7819,79.11,80,90,2.01,overcast clouds
524,Marsala,IT,37.7966,12.4352,51.01,73,100,22.37,overcast clouds
525,Mhango,TZ,-3.2833,32.85,67.14,78,69,2.26,broken clouds
526,Hualmay,PE,-11.0964,-77.6139,68.81,83,100,9.01,overcast clouds
527,Praia Da Vitoria,PT,38.7333,-27.0667,62.76,94,40,10.58,scattered clouds
528,Alofi,NU,-19.0595,-169.9187,82.29,65,96,6.91,moderate rain
529,Uige,AO,-7.6087,15.0613,67.91,97,100,0.51,overcast clouds
530,Sibu,MY,2.3,111.8167,75.51,100,40,1.99,scattered clouds
531,San Cristobal,VE,7.7669,-72.225,69.98,92,97,2.77,overcast clouds
532,Hwange,ZW,-18.3693,26.5019,75.29,63,100,6.38,overcast clouds
533,Kushnarenkovo,RU,55.105,55.3508,23.38,85,35,12.84,scattered clouds
534,Haicheng,CN,40.8516,122.7475,30.87,80,100,3.06,overcast clouds
535,Mawlaik,MM,23.6333,94.4167,63.18,99,18,1.48,few clouds
536,Leirvik,NO,59.7798,5.5005,33.91,60,33,4.47,scattered clouds
537,Roald,NO,62.5833,6.1333,34.32,86,0,1.14,clear sky
538,Palmer,US,42.1584,-72.3287,40.14,75,75,4.61,broken clouds
539,Mount Gambier,AU,-37.8333,140.7667,57.11,67,90,9.22,overcast clouds
540,Nampa,US,43.5407,-116.5635,43.48,59,90,4.61,overcast clouds
541,Kanniyakumari,IN,8.0833,77.5667,77.47,82,6,18.57,clear sky
542,Langxiang,CN,46.95,128.8833,12.78,96,93,3.11,overcast clouds
543,Sept-Iles,CA,50.2001,-66.3821,15.06,84,90,6.91,light snow
544,Gazli,UZ,40.1333,63.45,44.33,74,46,8.86,scattered clouds
545,Stromness,GB,58.965,-3.296,40.96,70,8,20.51,clear sky
546,Maizuru,JP,35.45,135.3333,50.4,83,29,3.91,scattered clouds
547,Zhangye,CN,38.9342,100.4517,22.68,74,94,1.3,overcast clouds
548,Kecel,HU,46.5253,19.2519,36.93,91,76,4.72,broken clouds
549,Viedma,AR,-40.8135,-62.9967,73.06,61,15,16.15,few clouds
550,Coari,BR,-4.085,-63.1414,76.6,95,74,1.45,broken clouds
551,Mitu,CO,1.1983,-70.1733,78.85,80,100,2.1,overcast clouds
552,Picui,BR,-6.5106,-36.3469,76.06,72,13,18.75,few clouds
553,Shimoda,JP,34.6667,138.95,47.1,70,51,3.13,broken clouds
554,Plettenberg Bay,ZA,-34.0527,23.3716,65.46,95,40,8.32,scattered clouds
555,Imbituba,BR,-28.24,-48.6703,71.49,73,27,3.42,scattered clouds
556,Guerrero Negro,MX,27.9769,-114.0611,63.91,60,40,16.91,scattered clouds
557,Amapa,BR,1.0,-52.0,74.37,98,100,2.8,overcast clouds
558,Tres Arroyos,AR,-38.3739,-60.2798,66.45,81,55,3.53,broken clouds
559,Kushiro,JP,42.975,144.3747,31.15,86,75,3.44,broken clouds
560,Kahului,US,20.8947,-156.47,81.97,62,40,20.71,scattered clouds
561,Liverpool,GB,53.4106,-2.9779,43.83,88,75,4.0,light intensity drizzle
562,Kutum,SD,14.2,24.6667,62.02,32,0,7.47,clear sky
563,Dubti,ET,11.7361,41.0853,72.97,50,3,13.02,clear sky
564,Paragominas,BR,-2.9667,-47.4833,74.35,95,83,3.58,broken clouds
565,Salalah,OM,17.0151,54.0924,78.89,31,0,8.05,clear sky
566,Bacalar,MX,18.6667,-88.3833,78.78,74,22,7.02,few clouds
567,Georgiyevka,KZ,43.0369,74.7114,26.64,59,0,6.71,clear sky
568,Lata,PT,40.1629,-8.3327,54.81,98,55,2.24,broken clouds
569,Khash,IR,28.2211,61.2158,46.53,26,33,2.46,scattered clouds
570,Zinder,NE,13.8072,8.9881,67.05,13,21,10.94,few clouds
571,Uong Bi,VN,21.0333,106.7833,62.58,82,0,3.24,clear sky
572,Keflavik,IS,64.0049,-22.5624,37.83,81,75,23.02,broken clouds
573,Eenhana,NA,-17.4667,16.3333,66.96,83,77,5.48,moderate rain
574,Dudinka,RU,69.4058,86.1778,-19.98,92,100,5.57,overcast clouds
575,Vostok,RU,46.4856,135.8833,23.13,98,100,3.24,light snow
576,Rosario Do Sul,BR,-30.2583,-54.9142,74.73,38,99,7.4,overcast clouds
577,Roebourne,AU,-20.7833,117.1333,92.46,28,33,13.24,light rain
578,Tahta,EG,26.7693,31.5021,59.32,37,100,6.98,overcast clouds
579,Klaksvik,FO,62.2266,-6.589,40.12,78,23,14.0,few clouds
580,Longyearbyen,SJ,78.2186,15.6401,31.84,74,40,17.27,scattered clouds
581,Neryungri,RU,56.6709,124.6491,-13.31,96,100,2.24,overcast clouds
582,Tadepallegudem,IN,16.8333,81.5,70.88,91,0,6.11,clear sky
583,Kamariotissa,GR,40.4833,25.4667,57.22,64,2,22.15,clear sky
584,Lompoc,US,34.6391,-120.4579,66.69,49,1,16.11,clear sky
585,Elko,US,41.0002,-115.5012,30.22,53,82,8.99,broken clouds
586,Sangar,RU,63.9242,127.4739,-8.59,91,100,11.21,overcast clouds
587,Akyab,MM,20.15,92.9,71.1,80,0,5.68,clear sky
588,Vicuna,CL,-30.0319,-70.7081,55.13,61,0,6.11,clear sky
589,Bilibino,RU,68.0546,166.4372,-32.89,99,99,0.6,overcast clouds
590,Kristiinankaupunki,FI,62.2743,21.376,29.1,96,100,9.75,light snow
591,Jacareacanga,BR,-6.2222,-57.7528,76.26,94,96,0.51,overcast clouds
592,Cockburn Town,TC,21.4612,-71.1419,80.56,69,40,13.8,scattered clouds
593,High Level,CA,58.5169,-117.136,-3.89,84,75,2.3,broken clouds
594,Portlethen,GB,57.0547,-2.1307,35.82,90,0,1.01,clear sky
595,Maracacume,BR,-2.0428,-45.9592,76.35,88,31,3.94,scattered clouds
596,Uvat,RU,59.1433,68.8953,11.46,88,82,9.31,broken clouds
597,Taoudenni,ML,22.6783,-3.9836,63.79,25,36,10.8,scattered clouds
598,Zyryanovsk,KZ,49.7386,84.2719,-19.23,99,20,1.54,few clouds
599,Kapit,MY,2.0167,112.9333,74.16,99,100,0.4,overcast clouds
600,Nazilli,TR,37.9163,28.3223,52.5,93,86,4.18,overcast clouds
601,Pafos,CY,34.7667,32.4167,62.51,76,10,6.91,clear sky
602,Denpasar,ID,-8.65,115.2167,83.86,74,75,12.66,broken clouds
603,Pacific Grove,US,36.6177,-121.9166,59.58,60,1,3.0,clear sky
604,Marzuq,YE,14.4,46.4667,54.97,39,0,3.02,clear sky
605,Vila,PT,42.0304,-8.1588,44.33,92,56,2.04,broken clouds
606,Palu,ID,-0.8917,119.8707,77.83,89,97,1.66,overcast clouds
607,Tufanganj,IN,26.3167,89.6667,60.35,67,0,3.4,clear sky
608,Cornwall,CA,45.0181,-74.7281,40.98,80,90,4.61,overcast clouds
609,Cambridge,CA,43.3601,-80.3127,40.33,91,1,3.44,mist
610,Prattville,US,32.464,-86.4597,73.4,94,75,0.0,broken clouds
611,Shakhtinsk,KZ,49.71,72.5872,9.16,71,73,7.07,broken clouds
612,Marsabit,KE,2.3284,37.9899,65.05,67,39,8.97,scattered clouds
613,Telimele,GN,10.9167,-13.3333,72.64,51,100,2.51,overcast clouds
614,Talipparamba,IN,12.05,75.35,71.31,81,18,4.16,few clouds
615,Bhandaria,BD,22.4861,90.0609,65.03,65,0,6.42,clear sky
616,Rosarito,MX,32.3333,-117.0333,61.92,61,99,6.08,overcast clouds
617,Zaysan,KZ,47.4667,84.8667,-2.29,88,9,2.39,clear sky
618,North Platte,US,41.1239,-100.7654,30.09,87,90,8.01,mist
619,Bathsheba,BB,13.2167,-59.5167,79.41,73,20,12.66,few clouds
620,Rodino,RU,52.5,80.25,11.55,76,40,10.51,scattered clouds
621,Granja,BR,-3.1203,-40.8261,81.55,68,83,9.75,broken clouds
622,Wenling,CN,28.3669,121.36,48.9,85,2,4.81,clear sky
623,Chibombo,ZM,-14.6569,28.0706,71.4,49,42,4.25,scattered clouds
624,Homer,US,59.6425,-151.5483,27.77,93,90,3.44,light snow
625,Suratgarh,IN,29.3167,73.9,55.96,29,1,3.69,clear sky
626,Owando,CG,-0.4819,15.8999,73.8,90,100,1.07,overcast clouds
627,Priargunsk,RU,50.3691,119.1012,-5.55,95,17,3.0,few clouds
628,Kumluca,TR,36.3703,30.2869,61.68,82,60,4.9,broken clouds
629,Novobiryusinskiy,RU,56.9578,97.7076,1.78,94,100,7.36,overcast clouds
630,Duma,CN,34.7653,108.135,32.02,89,100,4.7,snow
631,Kungurtug,RU,50.5994,97.5228,-2.61,98,100,1.01,overcast clouds
632,Mamallapuram,IN,12.6264,80.1722,80.06,86,6,8.9,clear sky
633,Oga,IT,46.4631,10.347,19.94,95,100,5.41,overcast clouds
634,Okitipupa,NG,6.5047,4.7839,74.75,94,67,2.86,broken clouds
635,Izhma,RU,65.0083,53.9113,15.71,93,63,8.01,broken clouds
636,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.35,82,53,10.18,broken clouds
637,Ronne,DK,55.1009,14.7066,35.51,80,90,11.5,overcast clouds
638,Xenia,US,39.6848,-83.9296,55.99,93,90,6.91,moderate rain
639,Ust-Tarka,RU,55.5672,75.705,16.18,74,100,12.46,overcast clouds
640,Togur,RU,58.3631,82.8265,19.99,76,100,14.9,overcast clouds
641,Jaclupan,PH,10.3,123.8167,76.5,94,75,6.91,broken clouds
642,Bejar,ES,40.3864,-5.7634,41.14,88,43,4.07,scattered clouds
643,Payakumbuh,ID,-0.2202,100.6308,67.93,97,100,1.3,overcast clouds
644,Dulce Grande,MX,23.0,-102.1667,72.43,14,75,13.65,broken clouds
645,Taksimo,RU,56.3444,114.8794,-4.0,94,100,2.13,overcast clouds
646,Gigmoto,PH,13.7796,124.39,78.94,90,98,16.71,light rain
647,Salcininkai,LT,54.3,25.3833,37.49,98,100,11.14,light rain
648,Oktyabrskoye,RU,43.0645,44.7417,32.14,100,0,6.71,clear sky
649,Nador,MA,35.174,-2.9287,61.05,72,0,21.85,clear sky
650,Aleksandrovka,UA,46.8383,32.7612,48.38,88,100,17.0,overcast clouds
651,Victoria Point,AU,-27.5833,153.3,82.53,52,0,5.01,clear sky
652,Ghanzi,BW,-21.5667,21.7833,72.27,64,100,3.2,overcast clouds
653,Half Moon Bay,US,37.4636,-122.4286,59.83,48,1,12.66,clear sky
654,Hamilton,US,39.1834,-84.5333,58.41,94,90,1.01,overcast clouds
655,Kuchl,AT,47.6265,13.1448,35.26,97,100,3.11,light snow
656,Ippy,CF,6.2679,21.2247,78.1,28,71,4.72,broken clouds
657,Helong,CN,42.5397,128.9972,23.97,93,61,4.09,broken clouds
658,Mangaratiba,BR,-22.9597,-44.0406,75.02,81,75,1.99,broken clouds
659,Paracuru,BR,-3.41,-39.0306,82.42,75,14,11.14,few clouds
660,Gemlik,TR,40.4309,29.1597,58.57,72,92,6.49,overcast clouds
661,Pahrump,US,36.2083,-115.9839,52.95,24,22,3.0,few clouds
662,Harindanga,IN,22.0383,88.3214,66.18,68,0,6.58,clear sky
663,Belyy,RU,55.8402,32.9419,23.13,88,100,12.39,overcast clouds
664,Mach,PK,29.8637,67.3298,50.32,15,3,5.46,clear sky
665,Novyy Urgal,RU,51.0736,132.5642,-0.24,99,87,2.01,overcast clouds
666,Murgab,TM,37.4966,61.9714,42.67,81,40,2.3,scattered clouds
667,Ayagoz,KZ,47.9714,80.4392,1.17,75,0,8.48,clear sky
668,Thinadhoo,MV,0.5333,72.9333,80.82,78,100,6.08,overcast clouds
669,Livingston,GB,55.9029,-3.5226,37.11,91,0,5.75,clear sky
670,Myaundzha,RU,63.0494,147.1858,-38.92,100,68,2.26,broken clouds
671,Nanakuli,US,21.3906,-158.1547,78.75,88,90,8.05,light intensity drizzle
672,Ballina,AU,-28.8667,153.5667,75.78,72,40,11.5,scattered clouds
673,Shatsk,RU,54.0258,41.7119,15.69,83,6,8.03,clear sky
674,Victor Harbor,AU,-35.5667,138.6167,68.72,58,44,8.66,scattered clouds
675,Houma,US,29.5958,-90.7195,79.0,88,75,12.66,broken clouds
676,Fort Nelson,CA,58.8053,-122.7002,2.79,85,75,2.3,broken clouds
677,Keffi,NG,8.8486,7.8736,73.78,24,56,4.85,broken clouds
678,Timmins,CA,48.4669,-81.3331,24.62,86,75,3.44,broken clouds
679,Baiyin,CN,36.5583,104.2081,27.48,69,100,8.12,overcast clouds
680,Malanje,AO,-9.5402,16.341,65.17,95,99,0.78,overcast clouds
681,Nantucket,US,41.2835,-70.0995,47.97,87,75,5.75,broken clouds
682,Kysyl-Syr,RU,63.8986,122.7617,-4.7,99,100,3.8,overcast clouds
683,Ayaviri,PE,-14.8864,-70.5889,52.21,66,97,6.13,overcast clouds
684,Baikunthpur,IN,23.25,82.55,54.86,69,0,3.49,clear sky
685,Zabol,AF,32.25,67.25,35.65,27,11,4.32,few clouds
686,Hami,CN,42.8,93.45,23.79,51,11,4.36,few clouds
687,The Valley,AI,18.217,-63.0578,80.74,74,40,13.8,haze
688,Glendive,US,47.1053,-104.7125,35.22,51,75,17.27,broken clouds
689,Punta Alta,AR,-38.8759,-62.0736,72.64,68,85,6.98,overcast clouds
690,Chipiona,ES,36.7366,-6.437,59.31,88,20,9.22,few clouds
691,Mbuji-Mayi,CD,-6.15,23.6,70.99,93,82,2.26,broken clouds
692,Beringovskiy,RU,63.05,179.3167,-17.91,95,37,6.44,scattered clouds
693,Deputatskiy,RU,69.3,139.9,-19.34,99,100,1.92,overcast clouds
694,Nijar,ES,36.9665,-2.206,53.24,67,0,4.61,clear sky
695,Peace River,CA,56.2501,-117.286,17.91,79,90,4.61,overcast clouds
696,Vilhena,BR,-12.7406,-60.1458,75.42,83,40,4.61,heavy intensity rain
697,Rongcheng,CN,30.634,117.8517,47.48,81,4,2.44,clear sky
698,Lensk,RU,60.7253,114.9278,0.72,93,100,8.57,overcast clouds
699,Bintulu,MY,3.1667,113.0333,75.61,100,40,0.0,scattered clouds
